Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
1586,"Hi, How can I update my contact details in the portal",IT Support,25,Low
5052,Admit card has wrong details and exam is in two days,Examination Cell,36,High
5972,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,58,High
921,"Hi, How do I apply for an internship through placement cell",Placement Cell,1,Low
2345,"Hi, What are the library working hours",Library,30,Low
5885,How to join student clubs at the university,Administration,49,Low
4752,"Hello, What are the library working hours",Library,8,Low
4109,Emergency hostel issue water leakage in my room right now,Hostel Office,20,High
1854,Admit card has wrong details and exam is in two days,Examination Cell,26,High
4418,"Hi, What are the library working hours",Library,2,Low
2654,"Hi, How do I reset my university portal password",IT Support,17,Medium
985,"Hello, Hostel room change request for next semester",Hostel Office,9,Medium
4548,What is the procedure for a transcript request,Administration,44,Low
4386,"Hi, I need a bonafide certificate from the admission office",Admission Cell,52,Medium
1312,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,44,Medium
5511,"Hello, How do I apply for an internship through placement cell",Placement Cell,47,Low
1377,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,58,Medium
5214,How do I apply for an internship through placement cell,Placement Cell,26,Low
2845,"Sir/Madam, General query about elective subject options",Administration,39,Low
1769,"Respected sir, Placement registration form is not opening properly",Placement Cell,53,Medium
204,"Hello, Library fine needs to be cleared please advise",Library,43,Medium
4327,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,37,High
3791,"Respected sir, I want to know the scholarship application status",Finance Office,1,Medium
4173,I want to know the scholarship application status,Finance Office,30,Medium
5498,"Hi, When will the exam timetable be released",Examination Cell,56,Medium
3205,"Hi, How do I apply for an internship through placement cell",Placement Cell,21,Low
4290,"Respected sir, Where can I find old question papers",Administration,19,Low
3361,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,58,High
956,"Hi, Library fine needs to be cleared please advise",Library,18,Medium
4916,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,20,Low
892,"Hello, My fee receipt was not generated after payment",Finance Office,45,Medium
101,"Respected sir, What is the procedure for a transcript request",Administration,46,Low
845,General query about elective subject options,Administration,51,Low
1231,"Hi, Hostel room change request for next semester",Hostel Office,49,Medium
799,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,49,High
2339,"Respected sir, How can I update my contact details in the portal",IT Support,36,Low
4054,My scholarship amount has not been credited and fee deadline is near,Finance Office,36,High
612,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,15,High
32,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,41,High
1932,"Sir/Madam, When will the exam timetable be released",Examination Cell,40,Medium
513,"Hello, My fee receipt was not generated after payment",Finance Office,50,Medium
2516,"Hello, When will the exam timetable be released",Examination Cell,25,Medium
2391,"Hi, What are the library working hours",Library,49,Low
3789,"Hello, Placement registration form is not opening properly",Placement Cell,41,Medium
2979,I am locked out of the portal and need to pay fee before deadline,Finance Office,34,High
3037,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,14,Medium
5330,"Sir/Madam, General query about elective subject options",Administration,28,Low
4326,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,54,High
5690,How to join student clubs at the university,Administration,26,Low
564,Wifi has been down for three days and I have an online exam,Examination Cell,37,High
3066,"Respected sir, Where can I find old question papers",Administration,28,Low
4941,"Respected sir, What are the library working hours",Library,4,Low
2693,"Hello, How do I reset my university portal password",IT Support,56,Medium
3857,Placement registration form is not opening properly,Placement Cell,7,Medium
224,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,39,High
2162,"Hello, Where can I find old question papers",Administration,12,Low
1164,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,21,High
4860,Library fine needs to be cleared please advise,Library,13,Medium
2584,"Hello, How to join student clubs at the university",Administration,10,Low
5040,"Respected sir, How to join student clubs at the university",Administration,42,Low
1760,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,28,Medium
3352,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,1,High
4163,"Respected sir, How to join student clubs at the university",Administration,35,Low
3241,"Sir/Madam, How do I reset my university portal password",IT Support,23,Medium
2481,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,2,High
3121,"Respected sir, Placement registration form is not opening properly",Placement Cell,26,Medium
3335,"Hi, Hostel room change request for next semester",Hostel Office,22,Medium
235,"Hello, How do I apply for an internship through placement cell",Placement Cell,51,Low
5802,"Hi, My exam form submission is failing and the deadline is today",Examination Cell,5,High
1126,Placement registration form is not opening properly,Placement Cell,36,Medium
2448,"Hello, Wifi has been down for three days and I have an online exam",Examination Cell,57,High
1546,"Respected sir, What are the library working hours",Library,42,Low
4430,"Sir/Madam, General query about elective subject options",Administration,2,Low
2851,"Sir/Madam, Library fine needs to be cleared please advise",Library,46,Medium
1341,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,24,High
5340,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,28,Medium
404,"Hi, My fee receipt was not generated after payment",Finance Office,28,Medium
4848,Where can I find old question papers,Administration,8,Low
2061,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,23,Low
3125,"Sir/Madam, I need my admission confirmed urgently before the cutoff today",Admission Cell,57,High
4460,My scholarship amount has not been credited and fee deadline is near,Finance Office,37,High
3532,"Hello, What are the library working hours",Library,22,Low
3435,I need my admission confirmed urgently before the cutoff today,Admission Cell,11,High
144,"Hi, Library fine needs to be cleared please advise",Library,42,Medium
883,"Sir/Madam, Where can I find old question papers",Administration,50,Low
3372,"Hello, Placement registration form is not opening properly",Placement Cell,53,Medium
473,"Respected sir, How do I reset my university portal password",IT Support,37,Medium
2279,"Sir/Madam, General query about elective subject options",Administration,52,Low
5623,I need my admission confirmed urgently before the cutoff today,Admission Cell,52,High
669,How do I apply for an internship through placement cell,Placement Cell,9,Low
5778,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,45,High
5204,"Sir/Madam, Hostel room change request for next semester",Hostel Office,11,Medium
1799,General query about elective subject options,Administration,42,Low
2962,"Hi, Library fine needs to be cleared please advise",Library,53,Medium
3569,How do I apply for an internship through placement cell,Placement Cell,38,Low
428,"Sir/Madam, What is the procedure for a transcript request",Administration,34,Low
1622,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,50,High
5731,"Hello, How do I reset my university portal password",IT Support,37,Medium
4576,"Sir/Madam, Hostel room change request for next semester",Hostel Office,16,Medium
5260,What is the procedure for a transcript request,Administration,39,Low
1703,"Hello, Hostel room change request for next semester",Hostel Office,10,Medium
1697,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,54,High
